,Shareholders_Funds,Secured_Loans,Debt___Loan_Funds,Liabilities,Sundry_Debtors,Inventories,Cash_and_Bank_Balance,Current_Assets,Current_Liabilities,Sales_Turnover___Operating_Incom,Net_Sales,Income,Operating_Profit,Rating
863,554.62,845.99,855.92,1410.54,245.42,488.47,18.26,886.17,119.42,1055.13,1055.11,1116.44,195.5,0
864,41.37,20.74,47.99,91.93,16.45,38.31,2.07,60.93,14.95,107.75,100.85,92.48,3.19,0
865,47.46,27.15,68.82,118.81,19.07,61.98,1.9,91.89,20.61,185.29,172.22,178.75,12.05,0
866,45.62,32.37,65.28,111.65,19.79,51.92,1.49,81.65,19.49,133.79,122.36,132.11,8.96,0
867,46.66,33.56,55.85,103.26,26.3,43.34,1.75,81.17,24.18,177.43,161.93,167.63,12.6,0
868,44.78,41.93,65.25,110.86,42.14,36.15,2.39,90.48,22.6,197.32,181.54,188.21,13.48,0
869,43.5,33.07,50.07,94.06,27.36,44.17,2.48,83.1,27.25,140.38,129.14,139.34,8.91,0
870,42.61,25.47,36.07,78.68,19.3,29.94,1.46,56.24,14.09,97.65,91.64,83.86,6.09,0
871,9576.54,2645.35,3612.41,13270.47,1134.31,972.26,85.88,17157.67,7243.97,1076.55,1076.55,1445.88,-2.95,0
872,9852.16,2217.53,3263.94,13296.46,1149.87,955.58,39.2,16437.45,6378.22,969.96,969.96,1368.11,323.48,0
873,9869.82,2290.53,3823.67,14037.3,930.91,963.68,88.76,15614.5,5060.61,1710.48,1710.48,2144.37,407.53,0
874,9790.95,2363.59,3601.34,13900.68,1238.66,1131.81,160.4,14431.34,3658.37,1053.09,1053.09,1522.32,543.54,0
875,9638.98,2284.81,3775.95,14103.69,1622.57,1170.2,158.1,14160.73,2676.84,1287.91,1287.91,1774.14,746.33,0
876,9281.87,2315.4,4430.56,14505.05,1677.37,1253.17,262.18,14320.91,2119.71,2014.72,2014.72,2381.29,1080.81,0
877,8128.43,3004.27,4923.56,13051.99,1007.74,9619.65,209.43,18252.43,7020.83,1912.44,1912.44,2216.97,1068.07,0
878,-63.67,36.64,53.44,-3.88,2.29,7.41,2.41,12.99,42.19,39.63,35.27,33.37,-6.3,1
879,-52.56,40.91,57.71,9.98,2.99,9.32,11.24,25.28,37.47,32.75,29.15,38.55,-0.57,1
880,-48.51,38.61,38.61,-5.85,2.74,6.97,0.45,10.9,36.8,31.34,27.88,24.73,-22.24,1
881,-23.69,34.98,34.98,13.29,3.83,10.58,0.01,15.98,22.62,44.48,40.81,48.85,3.69,1
882,-24.64,35.29,35.29,17.62,6.28,6.15,0.35,14.27,15.58,67.59,62.84,49.36,5.36,1
883,-27.16,45.32,45.32,30.89,2.84,20.81,0.06,26.3,13.27,38.19,35.06,37.74,6.58,1
884,-29.39,48.03,48.03,18.64,1.96,18.45,0.08,22.98,11.42,20.04,18.57,27.67,6.04,1
885,553.28,191.02,195.1,811.97,46.01,65.7,3.67,217.75,137.08,708.11,621.76,648.23,124.27,0
886,521.33,240.27,245.25,826.37,58.06,62.31,219.28,476.97,123.18,635.1,548.13,921.7,422.65,0
887,240.87,172.82,204.99,513.8,48.48,41.78,4.57,160.15,121.31,561.1,488.94,505.49,42.67,0
888,266.45,216.85,224.36,542.81,53.3,65.22,24.6,216.84,105.35,721.2,640.68,660.96,68.22,0
889,259.7,200.51,207.8,491.62,48.45,85.69,2.72,202.94,126.54,669.09,594.82,593.81,124.69,0
890,221.65,237.02,242.03,479.08,45.94,57.54,2.86,161.69,96.47,545.07,487.27,518.85,81.39,0
891,207.09,221.83,221.83,428.92,41.19,48.86,2.67,136.69,85.96,523.0,479.55,488.44,86.46,0
892,3514.6,113.05,113.05,3734.57,195.13,4442.24,111.66,5131.76,2641.96,11295.74,11264.53,11520.28,1009.85,0
893,3092.01,99.79,99.79,3279.25,187.35,4047.43,210.2,4838.95,2592.99,11936.71,11903.21,12178.11,1223.94,0
894,2523.95,606.27,806.27,3401.98,152.02,3867.2,888.92,5224.07,2704.96,10955.14,10915.79,11135.55,1168.63,0
895,1964.87,0.0,0.0,2027.77,163.79,3677.94,1136.55,5186.49,3847.79,10206.36,10112.67,11026.32,1111.4,0
896,1449.9,5.89,5.89,1513.34,163.11,2878.67,960.53,4152.22,3180.22,8970.86,8838.38,9684.34,927.07,0
897,1025.38,9.45,67.7,1137.13,113.68,1993.83,1096.5,3305.19,2596.91,6570.86,6520.89,7077.25,668.0,0
898,724.38,72.79,72.79,797.17,93.61,1340.33,186.72,1803.71,1284.33,4805.09,4776.39,4899.91,406.82,0
899,455.94,3373.1,3935.92,4404.06,1475.66,904.35,38.37,3750.44,4887.73,7257.19,6882.59,6692.22,-723.01,0
900,1948.84,2793.1,3132.21,5521.39,1210.72,1268.47,38.77,3235.32,3180.9,7376.59,6952.13,7036.16,541.41,0
901,1281.88,2598.54,2856.98,4721.38,983.75,794.75,53.28,3149.14,3087.34,5754.56,5436.37,5430.77,585.11,0
902,1246.56,2139.01,2388.85,3972.69,684.49,1037.24,169.64,2935.25,2691.79,6252.34,5911.07,6131.23,622.49,0
903,1025.01,2014.74,2016.41,3400.45,557.84,1085.14,131.26,2435.51,2313.86,5475.38,5171.6,4866.42,513.53,0
904,947.05,2017.07,2019.34,2977.8,723.6,1365.98,67.59,2516.05,2337.09,5329.84,5040.81,5387.09,445.13,0
905,897.8,1752.6,2043.49,2941.29,391.93,649.39,156.23,1668.84,1168.45,4673.87,4495.66,4522.23,456.57,0
906,640.87,212.47,258.21,915.58,210.37,314.88,63.52,635.93,225.49,1863.32,1661.28,1655.98,197.48,0
907,583.53,365.6,417.14,1017.37,188.5,394.14,53.26,714.96,249.09,1958.37,1756.59,1794.33,174.4,0
908,503.25,396.42,472.8,999.16,207.73,330.66,50.66,672.23,255.92,1767.66,1585.42,1593.93,152.49,0
909,481.57,481.37,501.29,1009.81,155.62,326.93,53.4,669.87,291.96,1741.02,1569.31,1560.3,126.28,0
910,494.07,448.55,603.39,1124.58,149.6,391.84,52.68,711.78,247.57,1778.86,1618.18,1702.16,125.64,0
911,474.7,289.7,435.89,999.51,140.95,299.03,34.55,542.93,122.77,1685.68,1539.98,1561.96,167.9,0
912,413.6,184.32,328.82,742.42,121.69,254.89,29.64,580.34,194.57,1452.78,1348.06,1410.17,196.02,0
913,314.91,97.3,102.82,426.56,33.43,103.29,7.15,160.79,33.35,122.26,115.02,116.58,28.61,0
914,309.56,103.58,108.66,418.22,49.53,102.11,5.39,173.18,31.48,146.56,138.07,130.11,32.49,0
915,307.85,119.61,124.38,432.23,37.0,117.85,5.98,176.71,24.52,153.14,145.04,134.99,31.55,0
916,304.08,129.79,133.33,437.41,38.31,136.24,5.16,195.23,35.42,154.37,144.13,148.97,31.48,0
917,300.78,132.63,135.75,436.53,37.47,136.37,5.24,193.57,36.27,190.37,179.07,177.52,43.12,0
918,292.19,138.17,141.03,433.22,21.34,143.1,5.44,181.58,36.27,185.83,172.93,186.77,53.34,0
919,251.9,171.52,175.43,427.33,22.52,120.79,4.7,159.18,33.68,138.39,129.92,142.39,34.84,0
920,-156.25,314.48,314.48,161.75,295.78,0.44,0.03,296.29,156.77,0.0,0.0,0.01,-69.29,0
921,-37.3,311.93,311.93,278.15,351.94,0.44,0.17,353.08,102.94,10.1,10.1,9.01,-192.12,0
922,213.97,297.2,297.2,515.43,503.03,15.37,0.7,519.87,55.7,230.73,230.73,165.96,16.42,0
923,244.36,303.78,305.25,598.39,264.02,132.12,17.63,415.41,20.61,502.32,502.32,340.6,42.66,0
924,238.36,322.65,322.65,561.01,330.28,307.11,17.06,659.3,143.15,651.72,651.72,718.57,56.55,0
925,218.34,0.12,98.79,331.83,91.0,124.37,67.28,295.86,115.65,643.14,614.19,618.94,29.9,0
926,213.08,0.15,72.9,300.12,76.96,123.28,74.33,288.72,117.8,568.25,543.88,566.32,25.02,0
927,208.62,0.0,71.18,290.64,70.84,107.19,84.48,275.57,101.93,489.89,469.56,478.64,4.11,0
928,118.48,0.0,65.24,191.8,66.52,96.1,13.99,186.33,82.68,453.46,435.91,439.7,-3.79,0
929,131.88,32.3,41.62,181.6,62.3,92.52,14.48,177.38,73.46,397.31,383.91,413.82,15.14,0
930,70.76,35.6,43.56,122.08,54.21,60.57,1.34,121.21,72.2,366.9,358.25,357.32,25.85,0
931,62.39,42.58,42.58,104.97,48.3,58.61,2.03,121.82,73.94,340.29,331.79,341.73,27.57,0
932,586.86,0.0,402.3,1025.3,217.48,83.38,11.03,327.66,259.94,1232.38,1150.97,1164.74,133.68,0
933,563.47,0.0,19.21,583.64,218.39,94.09,11.58,354.64,221.46,1213.54,1135.22,1156.0,117.87,0
934,389.08,0.0,20.61,410.56,185.56,89.14,15.68,315.45,186.21,1072.86,1006.47,1015.96,111.58,0
935,354.91,0.0,21.59,377.63,138.09,83.17,14.68,253.15,163.93,950.52,890.4,894.27,96.67,0
936,328.83,0.0,22.14,351.76,124.85,84.37,22.27,253.89,163.97,851.4,803.16,813.57,98.05,0
937,293.66,0.0,22.53,316.19,118.83,89.2,10.84,251.39,148.08,770.33,725.34,757.11,94.6,0
938,67.2,16.16,16.16,98.97,3.82,33.82,0.53,38.49,24.73,25.88,25.85,26.92,-9.87,1
939,86.99,10.03,27.3,115.04,5.64,34.36,0.86,41.66,18.91,47.22,47.2,63.69,13.68,1
940,87.65,13.61,30.34,118.64,9.46,20.9,1.1,32.72,15.96,63.46,63.39,70.91,15.86,1
941,87.33,24.6,33.1,122.57,5.4,15.49,2.55,28.38,14.61,80.8,80.77,81.41,11.97,1
942,92.15,23.16,38.65,132.77,6.63,16.78,2.54,30.66,13.44,79.81,79.79,81.15,13.41,1
943,91.38,20.59,35.29,128.32,4.57,15.76,4.57,29.1,15.26,91.46,91.46,91.39,18.29,1
944,86.84,22.58,29.4,116.24,7.87,16.53,1.58,30.88,16.29,87.16,87.16,89.31,19.63,1
945,2511.53,2365.87,3101.97,5659.14,1870.14,741.83,132.16,3678.75,1001.96,5009.04,4844.82,4556.75,701.09,0
946,2361.48,2556.85,3083.8,5478.6,1731.03,1155.18,225.32,3920.84,1460.06,4971.58,4814.97,4867.1,613.16,0
947,2352.87,2451.28,2938.86,5316.59,1484.7,1173.08,121.94,3718.42,1367.65,4797.56,4639.74,4703.76,502.02,0
948,2336.66,2599.12,2862.75,5206.56,1598.68,1157.04,171.69,3647.13,1358.47,3950.15,3838.46,4018.26,579.34,0
949,1911.96,2065.67,2824.09,4739.72,2028.61,801.19,281.17,3636.18,1399.13,4174.52,4083.92,4051.21,796.82,0
950,1684.27,1696.4,2212.51,3906.22,1481.82,914.95,383.03,3184.91,1339.06,3738.54,3647.76,3973.09,803.14,0
951,1342.95,1402.27,1783.58,3126.53,887.6,606.15,437.82,2330.31,822.02,3025.15,2958.71,3116.61,656.04,0
952,2912.61,271.15,478.44,3402.49,375.71,321.03,22.03,807.83,167.44,1439.13,1338.31,1340.04,339.63,0
953,2855.59,358.21,716.9,3583.52,385.42,367.13,346.37,1155.9,220.78,1411.66,1320.97,1726.93,613.37,0
954,2524.7,445.27,704.94,3239.42,316.72,316.95,8.48,719.36,211.48,1220.24,1140.94,1164.95,254.83,0
955,2495.26,394.63,866.42,3370.92,330.89,421.11,19.26,843.99,197.68,1677.14,1596.08,1728.06,759.61,0
956,2141.77,478.07,851.18,3001.21,247.83,414.4,211.34,923.88,327.16,2127.97,2069.0,2228.35,786.83,0
957,1747.22,349.99,583.06,2430.58,175.59,180.51,18.76,525.74,359.48,1017.24,982.85,1049.87,426.22,0
958,1528.32,381.48,537.87,2066.19,92.76,187.86,75.58,592.32,375.6,1006.49,986.34,1066.08,508.23,0
959,105.14,150.9,150.9,258.17,26.33,59.67,1.98,96.6,29.26,400.91,400.9,407.74,46.99,0
960,91.19,121.15,121.15,215.04,30.36,50.58,0.29,92.47,19.52,434.59,434.57,432.07,41.67,0
961,82.26,138.07,138.07,222.66,37.82,57.59,0.72,106.75,32.8,392.37,392.21,414.54,45.22,0
962,70.75,118.21,118.21,190.56,32.5,38.01,1.68,78.66,22.68,308.91,307.45,307.83,34.94,0
963,57.76,66.31,66.31,125.75,24.09,39.37,1.79,72.51,21.58,280.69,279.73,288.67,24.97,0
964,50.15,55.89,55.89,107.25,23.55,38.95,0.69,72.06,39.29,255.32,253.29,262.38,21.89,0
965,43.87,78.14,78.14,122.01,18.12,27.69,1.31,68.78,11.66,207.57,206.42,203.83,1.82,0
966,49.93,40.51,75.08,126.31,82.81,14.41,0.94,102.97,117.73,793.14,699.84,703.06,31.66,0
967,46.29,58.84,91.43,146.58,76.76,11.58,0.91,94.9,107.22,782.05,693.42,695.39,34.01,0
968,41.67,70.41,102.23,153.63,65.98,11.05,0.83,81.84,89.7,631.76,560.04,559.88,28.79,0
969,37.9,72.5,104.53,144.45,50.68,14.32,0.78,70.57,68.74,602.16,602.16,604.18,24.82,0
970,35.48,47.49,62.72,99.61,24.87,13.31,4.11,45.51,63.67,479.26,432.05,433.13,17.3,0
971,32.72,30.92,36.49,70.04,11.75,10.39,10.72,34.93,33.82,489.52,441.58,442.78,18.48,0
972,27.41,8.9,21.73,49.14,12.89,8.05,5.2,30.17,32.59,367.64,336.07,337.06,9.0,0
973,245.01,656.04,1046.04,1295.91,246.06,614.49,22.3,928.29,193.68,1999.12,1909.2,1913.02,183.3,0
974,278.4,681.83,1099.99,1384.37,247.71,621.54,15.1,927.63,206.59,1559.49,1513.21,1528.51,121.96,0
975,322.19,644.24,1095.4,1423.18,244.21,622.49,15.26,923.75,206.18,1483.0,1426.18,1446.99,104.73,0
976,394.96,519.82,1071.4,1471.22,256.1,566.58,11.96,880.18,185.31,1248.09,1184.41,1209.86,105.39,0
977,460.63,674.67,1088.9,1551.15,258.22,541.3,11.97,898.36,229.99,1379.31,1338.68,1374.42,164.81,0
978,457.46,549.31,824.3,1281.76,265.97,378.84,14.21,775.96,258.34,1754.1,1713.63,1729.21,214.95,0
979,713.29,1447.6,1582.97,2303.88,1216.68,1610.73,47.26,2940.62,1156.83,2711.88,2711.88,2703.24,167.75,0
980,695.96,1434.17,1540.53,2243.59,1399.71,1642.94,60.05,3160.21,1444.9,2526.58,2526.58,2868.16,169.49,0
981,669.42,1336.01,1440.59,2113.31,1251.66,1377.15,75.85,2756.09,1167.06,2239.3,2239.3,2471.94,160.2,0
982,511.4,1026.81,1163.82,1677.23,988.42,1120.76,71.83,2241.69,974.85,2024.17,2024.17,2224.9,150.22,0
983,485.46,860.17,921.29,1408.66,675.2,844.22,39.6,1597.27,612.12,1554.21,1554.21,1581.04,127.38,0
984,248.3,770.92,799.41,1047.71,548.85,608.94,45.78,1279.28,410.67,1035.22,1035.22,953.31,103.01,0
985,11.36,48.05,56.87,74.99,9.11,34.99,1.82,50.27,7.07,78.12,69.71,68.35,0.3,0
986,18.2,44.01,52.04,75.44,10.1,36.95,1.72,56.58,8.24,90.62,80.75,80.86,3.31,0
987,27.89,26.27,30.59,63.19,18.54,24.97,0.14,51.89,18.54,84.7,76.35,78.37,7.75,0
988,27.39,16.72,17.8,49.19,13.95,20.26,0.1,42.29,24.71,110.1,98.81,97.34,9.15,0
989,23.01,17.87,18.08,44.09,15.94,17.24,0.06,40.81,27.6,124.14,113.19,114.35,8.53,0
990,20.43,10.96,12.42,35.85,17.37,14.65,0.04,36.74,20.81,120.7,110.05,111.37,9.93,0
991,17.44,10.44,11.41,28.85,12.07,11.54,0.01,27.28,14.47,75.9,70.08,71.82,9.54,0
992,58.3,33.8,33.8,92.2,11.27,5.77,8.51,30.29,19.66,240.05,206.42,206.2,21.8,0
993,57.56,45.21,45.21,102.88,11.42,6.58,3.9,25.9,11.03,227.03,196.46,196.8,18.56,0
994,55.98,51.99,51.99,108.01,18.09,6.22,0.44,28.41,16.76,192.83,166.39,166.56,13.91,0
995,58.39,53.93,53.93,112.35,12.5,6.4,2.94,26.59,8.85,196.52,169.61,171.31,16.85,0
996,59.72,46.92,54.38,114.14,12.06,5.91,1.71,26.19,9.95,171.39,152.35,154.38,16.12,0
997,60.72,50.97,50.98,111.7,11.3,7.2,11.21,35.81,19.1,177.31,159.06,169.87,28.54,0
998,54.26,20.61,39.07,93.33,12.62,5.5,8.56,32.02,20.14,136.31,123.38,131.85,27.39,0
999,127.64,31.82,31.82,162.89,131.9,83.04,14.75,265.45,187.2,594.25,530.86,540.5,40.01,0
1000,185.65,36.57,41.57,230.0,146.56,75.03,14.43,269.21,166.39,671.48,601.06,592.99,27.27,0
1001,190.79,54.58,58.58,252.07,107.66,90.68,13.52,241.33,126.75,568.84,506.92,515.78,17.0,0
1002,200.72,26.14,30.14,233.34,128.74,60.61,10.41,228.02,140.75,467.77,418.92,427.3,15.84,0
1003,211.07,51.0,56.0,269.28,156.17,38.77,7.75,232.25,120.65,456.51,414.4,419.7,20.93,0
1004,221.65,55.86,55.86,279.43,186.06,41.9,13.57,257.61,145.67,510.06,463.92,457.94,59.46,0
1005,200.08,56.28,60.28,260.36,159.44,40.55,8.1,226.04,138.41,339.63,312.97,327.65,39.77,0
1006,136.86,17.3,17.3,155.9,17.13,2.04,1.41,23.08,16.38,113.25,101.31,105.85,26.19,0
1007,129.58,23.81,23.81,154.66,10.51,2.56,2.38,18.46,18.73,123.15,110.39,115.36,26.73,0
1008,121.12,0.0,24.19,146.24,10.59,2.79,1.9,23.01,22.79,125.87,112.67,117.42,31.85,0
1009,106.02,0.0,0.0,106.61,14.34,2.96,2.8,21.64,18.58,129.56,115.93,118.1,41.51,0
1010,87.86,0.0,0.0,88.5,9.04,4.41,3.07,21.69,12.13,86.41,78.74,81.84,18.83,0
1011,80.39,0.0,0.0,80.47,1.37,4.24,0.74,7.89,7.9,87.05,80.0,85.92,19.98,0
1012,73.39,0.0,0.0,73.39,8.26,4.47,2.56,20.88,15.81,93.6,87.28,91.78,18.85,0
1013,156.43,17.15,17.15,173.58,39.78,61.2,1.7,119.56,70.2,325.29,299.08,320.0,42.02,0
1014,142.6,20.99,20.99,163.59,53.7,62.0,1.72,146.23,92.63,291.43,271.28,281.81,38.1,0
1015,128.82,17.07,17.33,146.15,25.11,58.06,1.05,107.47,72.12,239.37,223.16,227.28,25.24,0
1016,120.2,15.31,15.55,135.75,15.57,54.41,1.28,84.08,58.23,192.58,179.94,185.68,21.46,0
1017,113.07,12.2,12.44,125.51,19.65,54.09,1.62,83.4,52.08,208.02,190.83,189.49,18.25,0
1018,106.77,7.61,7.61,114.38,20.13,57.82,0.97,86.87,66.6,235.11,219.52,236.05,39.94,0
1019,87.46,8.07,8.07,95.53,10.65,41.07,0.83,57.69,51.28,204.48,194.81,195.02,35.73,0
1020,121.32,47.51,53.34,174.66,37.18,37.84,2.36,93.09,25.23,232.78,229.29,238.48,45.01,0
1021,105.49,58.98,65.22,170.71,39.46,28.37,3.22,86.24,22.22,222.54,220.59,224.41,40.43,0
1022,90.99,57.69,81.01,172.0,39.44,33.5,2.06,94.23,24.42,219.87,218.04,226.72,48.52,0
1023,75.0,72.02,95.95,170.95,30.12,22.87,3.71,75.02,19.32,188.11,186.84,191.14,49.88,0
1024,65.38,84.7,115.03,180.41,22.46,19.76,2.06,59.97,14.02,145.69,144.69,140.92,9.18,0
1025,79.53,90.3,109.63,189.16,20.27,52.36,4.18,93.44,36.25,179.06,178.37,189.03,53.51,0
1026,61.67,72.96,74.62,136.29,14.97,26.82,4.65,65.1,20.6,128.4,128.4,132.5,41.37,0
1027,957.82,211.71,211.71,1181.14,17.63,447.22,10.41,598.32,520.34,2814.04,2452.83,2483.05,438.7,0
1028,787.4,615.9,637.06,1433.49,48.7,558.65,12.3,742.52,314.88,2827.1,2476.15,2442.54,209.82,0
1029,789.69,693.71,713.42,1511.61,40.99,505.95,20.92,724.89,318.22,2786.65,2453.03,2559.63,370.52,0
1030,721.17,819.75,839.46,1574.75,38.72,482.78,9.05,690.86,332.29,2433.43,2144.83,2204.47,296.02,0
1031,662.11,1022.58,1042.29,1708.43,46.94,326.32,29.08,625.94,285.07,2321.94,2099.77,2121.76,247.21,0
1032,620.31,193.57,746.73,1372.75,123.44,401.31,26.86,762.75,456.83,2191.65,1977.73,1975.17,249.05,0
1033,587.68,205.42,833.51,1421.19,36.22,339.75,82.74,654.34,388.09,1592.49,1454.93,1642.51,282.24,0
1034,136.83,15.85,20.23,168.65,35.46,48.54,23.17,120.59,55.2,333.81,322.19,379.15,74.08,0
1035,92.82,30.1,30.1,133.59,41.08,52.14,9.98,117.08,59.85,334.34,321.78,329.41,38.67,0
1036,90.34,34.02,42.09,142.49,42.59,43.12,9.26,108.0,51.81,330.59,322.01,320.48,33.42,0
1037,81.11,29.35,37.79,129.61,36.97,42.56,14.53,106.83,48.84,272.33,265.07,268.97,27.65,0
1038,75.56,24.33,39.68,152.09,29.76,40.25,11.54,99.11,47.02,235.95,231.12,235.48,24.94,0
1039,70.91,6.0,9.22,92.08,19.42,34.7,23.64,114.82,101.04,223.19,219.7,220.64,29.56,0
1040,63.05,37.75,55.45,118.5,26.16,31.45,15.05,105.38,59.31,205.41,202.02,202.35,29.06,0
1041,4427.86,7141.6,9084.48,13901.15,853.65,1599.69,65.63,2888.59,1788.13,1484.66,1484.66,1138.22,-112.2,0
1042,5088.7,7692.59,9034.64,14264.26,904.5,1606.07,78.12,3040.26,1450.78,3740.82,3740.82,4514.45,1126.18,0
1043,5133.58,6287.39,7779.37,12926.89,875.64,1057.19,223.29,2416.19,397.48,3950.68,3950.68,4032.78,1241.36,0
1044,4797.84,5864.77,6757.07,11564.29,629.4,703.63,642.45,2166.92,241.74,3019.38,3019.38,3347.62,1140.07,0
1045,4383.29,1535.0,4006.65,8401.99,583.67,580.58,314.66,2309.13,910.28,2310.66,2310.66,2479.97,815.16,0
1046,4265.74,1141.76,3267.89,7540.52,434.79,496.16,838.55,2402.88,160.91,1913.18,1913.18,1985.83,467.91,0
1047,3860.21,888.08,2715.89,6576.1,337.41,395.25,678.41,2778.8,411.17,1277.7,1277.7,1437.32,491.82,0
1048,-5.74,17.37,37.9,32.68,5.51,2.56,0.34,10.32,5.2,31.22,31.22,33.5,8.58,0
1049,-8.15,18.86,40.94,33.29,4.58,2.56,0.42,8.97,5.33,25.82,25.82,26.18,4.0,0
1050,-5.19,14.33,41.73,37.18,6.02,2.67,0.4,10.83,5.59,28.17,28.17,30.3,5.68,0
1051,-3.51,15.65,41.43,38.46,5.66,3.68,0.66,11.69,8.14,31.0,31.0,31.23,2.42,0
1052,1.55,20.29,38.75,40.7,5.34,3.61,0.36,10.71,5.85,22.18,22.18,23.89,3.08,0
1053,4.96,14.17,25.55,30.87,3.18,3.47,0.04,8.15,10.77,20.47,20.47,21.73,2.07,0
1054,5.28,25.63,30.55,35.83,3.16,2.65,0.3,8.34,4.61,19.49,19.49,19.97,1.05,0
1055,76.75,51.6,84.23,163.06,41.56,39.36,6.04,93.66,36.37,303.55,270.35,273.93,23.45,0
1056,77.93,61.37,88.84,168.68,41.37,45.05,7.8,103.96,50.38,318.5,289.35,291.7,10.79,0
1057,72.25,66.83,114.5,186.75,45.77,59.5,16.96,134.29,64.6,395.95,358.51,360.24,14.39,0
1058,83.14,58.14,92.05,175.19,42.15,62.5,7.35,123.31,50.89,352.42,318.55,317.58,29.64,0
1059,56.69,55.28,90.77,147.46,32.74,46.39,5.22,94.51,39.01,267.85,241.89,241.72,16.0,0
1060,57.31,33.88,74.62,131.93,25.54,34.76,2.67,71.58,31.46,202.6,186.77,191.73,14.81,0
1061,-1725.29,1848.1,2657.84,1132.28,523.31,199.45,22.92,914.58,1068.11,813.64,759.59,723.66,-319.73,0
1062,-913.91,1905.32,2679.42,1967.14,498.03,300.9,31.31,985.48,634.22,1027.43,984.63,898.11,-308.87,0
1063,-139.03,2652.75,2652.75,2717.97,496.48,501.21,71.55,1264.43,550.82,984.24,944.36,999.81,-129.28,0
1064,859.09,1256.86,2180.51,3238.85,728.8,559.39,83.34,1477.81,636.91,2139.36,2082.13,2039.61,259.08,0
1065,1261.15,1810.07,2204.82,3773.31,628.61,649.83,78.33,1464.21,511.86,1918.32,1861.91,1939.82,229.27,0
1066,1692.03,1675.02,2183.43,3875.46,1057.88,614.07,232.89,2249.63,800.33,2110.61,2057.48,2318.3,634.86,0
1067,92.2,0.0,17.46,124.42,39.1,18.28,0.56,61.1,43.1,245.2,245.2,249.43,35.66,0
1068,84.75,17.38,17.38,118.09,30.99,14.68,0.48,48.76,32.05,255.43,232.47,228.76,33.98,0
1069,75.45,21.63,35.63,127.47,31.86,18.84,2.64,55.66,29.01,228.1,205.63,205.13,30.72,0
1070,67.58,26.62,40.62,126.44,31.61,20.57,0.62,54.65,32.72,192.84,173.44,172.71,30.67,0
1071,62.93,26.52,40.52,122.57,33.19,24.03,2.6,62.73,38.96,219.44,199.34,209.01,32.88,0
1072,51.45,30.15,34.6,106.53,32.08,12.12,2.1,48.92,32.13,197.7,180.47,182.54,26.82,0
1073,45.6,18.79,44.64,90.24,30.34,10.13,4.2,47.07,33.72,150.33,132.6,134.58,21.21,0
1074,16.0,6.03,6.03,22.49,0.4,12.39,0.35,13.72,4.11,84.2,74.55,73.38,4.74,0
1075,14.52,7.57,7.57,22.55,0.4,13.53,0.42,14.77,5.62,90.89,80.54,81.71,3.82,0
1076,16.46,6.81,6.81,23.72,0.39,12.84,0.32,14.03,3.85,85.17,75.68,75.53,4.02,0
1077,19.84,6.08,6.08,26.35,1.74,10.28,2.22,14.72,4.7,92.61,82.1,83.53,5.06,0
1078,18.79,5.26,5.26,24.48,1.56,8.16,0.32,10.47,3.04,87.01,78.76,79.46,2.39,0
1079,11.05,2.91,2.91,14.02,0.76,2.97,0.12,3.98,0.7,29.59,26.73,26.63,0.64,0
1080,11.16,2.25,2.25,13.41,0.43,3.02,0.18,13.04,3.12,31.37,28.9,32.04,5.83,0
1081,106.79,16.35,35.69,144.94,39.28,88.79,11.97,162.63,102.81,582.0,533.61,524.6,58.17,0
1082,83.49,19.45,29.35,116.32,26.67,127.94,22.49,194.3,161.27,587.52,537.0,562.72,36.7,0
1083,76.67,44.93,68.45,149.23,33.48,113.56,16.17,177.06,136.77,587.54,530.58,512.99,33.29,0
1084,76.79,80.03,89.63,171.41,20.85,105.82,12.11,143.79,104.3,463.88,416.58,427.42,7.57,0
1085,92.14,77.07,84.44,180.79,18.5,105.09,12.82,151.39,111.08,431.08,395.26,396.09,0.67,0
1086,70.25,44.3,75.77,148.8,13.58,116.95,8.58,147.11,104.72,423.23,386.57,426.78,10.35,0
1087,77.27,28.37,53.06,130.33,15.05,85.69,6.36,116.27,88.37,228.38,210.87,199.65,20.13,0
1088,560.58,348.88,348.88,911.66,246.17,127.51,167.5,746.11,298.86,1391.68,1390.72,1424.7,185.5,0
1089,488.63,442.67,442.67,947.15,465.58,136.01,148.32,873.76,458.66,1386.99,1364.02,1397.15,152.32,0
1090,663.26,438.26,438.26,1115.46,282.51,115.41,178.43,1073.49,408.75,1010.46,1005.29,1056.05,85.8,0
1091,712.32,536.23,536.23,1264.82,298.35,172.7,168.75,1059.77,310.46,1472.51,1461.82,1507.7,225.02,0
1092,644.93,230.23,409.28,1071.68,298.5,160.21,107.77,789.85,381.75,1724.6,1701.7,1637.27,216.43,0
1093,549.96,924.09,1103.14,1667.56,352.08,528.44,231.1,1270.94,190.09,1600.98,1588.26,1772.67,169.68,0
1094,465.25,124.72,308.41,773.66,156.18,272.25,356.62,1050.96,681.28,1505.43,1473.7,1497.56,174.35,0
1095,98.57,49.21,55.29,162.98,35.1,26.4,4.56,76.57,61.09,412.9,389.49,386.54,24.31,0
1096,91.9,39.73,43.5,144.07,28.43,31.09,5.39,72.92,58.87,389.39,367.5,376.88,27.91,0
1097,85.25,36.76,46.9,139.4,41.61,34.26,4.91,90.78,68.03,419.28,401.61,404.8,37.57,0
