,Shareholders_Funds,Secured_Loans,Debt___Loan_Funds,Liabilities,Sundry_Debtors,Inventories,Cash_and_Bank_Balance,Current_Assets,Current_Liabilities,Sales_Turnover___Operating_Incom,Net_Sales,Income,Operating_Profit,Rating
5591,6.39,11.02,11.18,17.57,0.39,0.1,0.21,4.85,0.45,3.96,3.96,3.59,1.58,0
5592,3.64,8.91,9.49,13.13,0.3,0.7,0.94,4.02,0.39,3.63,3.63,4.13,1.68,0
5593,3.51,0.0,9.26,12.77,0.18,0.31,0.23,4.25,1.1,0.18,0.18,0.51,0.16,0
5594,16.82,4.32,4.32,21.14,15.9,10.9,0.01,28.63,9.75,41.81,41.81,49.23,1.08,0
5595,16.73,5.71,5.71,22.44,9.38,3.55,0.01,21.39,1.75,42.06,42.06,41.64,1.03,0
5596,16.69,3.63,3.63,20.32,10.9,4.5,0.02,16.95,5.92,39.74,39.74,39.79,0.64,0
5597,6.76,3.4,3.43,10.19,12.42,4.53,0.02,17.01,9.12,34.13,34.13,32.7,0.61,0
5598,4.85,1.93,1.93,6.78,10.85,6.14,0.04,17.05,13.22,31.93,31.93,35.73,0.59,0
5599,1.34,1.92,3.71,5.05,1.64,2.44,0.02,4.1,2.87,21.51,21.51,21.6,0.52,0
5600,1.22,0.85,2.68,3.9,11.16,2.46,0.02,13.64,12.64,29.51,29.51,29.47,0.44,0
5601,960.6,131.75,151.75,1126.83,138.44,44.65,18.19,261.17,217.49,1463.63,1463.63,1469.25,176.08,0
5602,794.97,188.55,288.55,1097.92,143.06,49.28,23.37,251.74,172.81,1307.56,1307.56,1318.49,135.76,0
5603,569.68,321.17,321.17,899.08,133.15,47.39,22.31,243.98,204.75,1075.81,1075.81,1102.3,140.13,0
5604,533.5,237.68,237.68,778.15,91.47,36.4,22.93,178.64,130.18,825.07,825.07,836.61,89.7,0
5605,515.05,135.39,135.39,656.11,67.24,27.14,13.81,124.28,103.09,647.06,647.06,651.39,87.29,0
5606,486.07,101.09,101.09,589.76,46.23,25.19,17.3,103.34,95.96,472.92,472.92,485.08,62.25,0
5607,377.69,366.53,384.65,780.99,233.07,271.05,7.06,602.08,204.27,1622.95,1622.95,1686.55,149.85,0
5608,134.5,383.97,537.38,693.47,168.69,209.71,4.74,574.47,221.96,1425.65,1425.65,1448.75,107.8,0
5609,103.48,390.59,544.6,659.46,162.13,187.09,3.9,463.68,140.41,1079.22,1079.22,1130.71,84.0,0
5610,84.24,309.52,476.1,560.8,146.73,135.53,1.9,368.38,100.9,922.65,922.65,921.43,85.53,0
